seller-sku,asin1,binding,item-name,item-description,listing-id,price,quantity,open-date,product-id-type,item-note,item-condition,will-ship-internationally,expedited-shipping,product-id,pending-quantity,fulfillment-channel,Business Price,Quantity Price Type,Quantity Lower Bound 1,Quantity Price 1,Quantity Lower Bound 2,Quantity Price 2,Quantity Lower Bound 3,Quantity Price 3,Quantity Lower Bound 4,Quantity Price 4,Quantity Lower Bound 5,Quantity Price 5,optional-payment-type-exclusion,scheduled-delivery-sku-set,merchant-shipping-group,standard-price-point,ProductTaxCode,source
NF-GAW9-IM77,0671735950,Hardcover,"The Man Who Stayed Behind [Apr 01, 1993] Sidney Rittenberg and Amanda Bennett",,0821SVZWMS7,5,1,2017-08-21 16:50:07 PDT,1,,2,,,0671735950,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
06-MARO-2QEN,0713720034,Hardcover,"Samurai Warlords: The Book of the Daimyo [Jun 01, 1989] Turnbull, S.R.",,0821SVZLH47,6,1,2017-08-21 16:47:40 PDT,1,,2,,,0713720034,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
PZ-GFAC-O5UN,0070195390,Hardcover,"Legend: The Secret World of Lee Harvey Oswald [Mar 01, 1978] Epstein, Edward Jay",,0821SVZC2LJ,5,1,2017-08-21 16:45:44 PDT,1,,2,,,0070195390,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
T3-8KYF-4RPD,0671890263,Hardcover,"Rose: The life and times of Rose Fitzgerald Kennedy [Jan 01, 1995] Higham, Charles",,0821SVZ7PMP,5,1,2017-08-21 16:44:39 PDT,1,,2,,,0671890263,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
IN-Z84U-MAHO,0689105193,Hardcover,"A journal of the plague years [Jan 01, 1973] Kanfer, Stefan",,0821SVZ31Y1,5,1,2017-08-21 16:43:32 PDT,1,,4,,,0689105193,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
VXG-FQF-40A,B000HI3E8K,Hardcover,"McCarthy: The Man, the Senator, the 'Ism' [Hardcover] [Jan 01, 1952] anderson, jack & may, ronald w.",,0821SVYVJ5P,5,1,2017-08-21 16:41:16 PDT,1,,4,,,B000HI3E8K,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
4Y2-4WU-EB2,1125182334,Hardcover,"Days of Shame [Hardcover] [Jan 01, 1965] Charles E. Potter",,0821SVYTBS7,10.93,1,2017-08-21 16:39:45 PDT,1,"No dust cover. Binding tight, pages clean and unmarked.",4,,,1125182334,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
YVZ-M9K-YOZ,0316355151,Hardcover,"Scoundrel Time [Apr 01, 1976] Lillian Hellman and Garry Wills",,0821SVYPCCV,7,1,2017-08-21 16:37:21 PDT,1,,4,,,0316355151,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
AX-P2WU-LROF,B0007DELRS,Hardcover,"The year of the oath;: The fight for academic freedom at the University of California, [Jan 01, 1950] Stewart, George Rippey",,0821SVYMQZ7,4.89,1,2017-08-21 16:35:50 PDT,1,,4,,,B0007DELRS,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
0T-1OB7-7454,0030490367,Hardcover,"The Rosenberg File: A Search for the Truth [Sep 01, 1983] Radosh, Ronald and Milton, Joyce",,0821SVYK3BV,5,1,2017-08-21 16:34:16 PDT,1,,4,,,0030490367,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
KN5-DO5-C99,0876950039,Hardcover,"A Search for Justice [Jan 01, 1971] John Seigenthaler; James Squires; John Hemphill and Frank Ritter",,0821SVYJ47P,8.36,1,2017-08-21 16:32:46 PDT,1,,2,,,0876950039,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
3XD-B7T-V4C,0881849006,Hardcover,"The Man Who Knew Too Much [Dec 01, 1992] Russell, Dick",,0821SVYHHY7,6,1,2017-08-21 16:30:50 PDT,1,,4,,,0881849006,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
TT-T2XX-5TPC,B0007JSI1C,Hardcover,"The conquest of Peru [Jan 01, 1957] Prescott, William Hickling",,0821SVYFRH1,6.58,1,2017-08-21 16:28:51 PDT,1,,2,,,B0007JSI1C,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
5T-DR53-92MJ,0670398497,Hardcover,"Inquest: The Warren Commission and the Establishment of Truth [Jun 29, 1966] Epstein, Edward Jay",,0821SVYEQZP,4,1,2017-08-21 16:27:28 PDT,1,,2,,,0670398497,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
AZ-MTFB-WTBB,0806527013,Hardcover,"Conspiracy: The Plot to Stop the Kennedys [Jul 01, 2005] Smith, Matthew",,0821SVYEBJV,5,1,2017-08-21 16:26:35 PDT,1,,2,,,0806527013,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
H7-ESH3-B18P,1595230483,Hardcover,"The Secret Plot to Make Ted Kennedy President: Inside the Real Watergate Conspiracy [Jun 17, 2008] Shepard, Geoff",,0821SVYDVJ7,5,1,2017-08-21 16:25:48 PDT,1,,2,,,1595230483,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
V1-L81B-RD8A,B000NT9OAK,Hardcover,"John F. Kennedy, President [Hardcover] [Jan 01, 1964] Sidey, Hugh and Photos",,0821SVYCGBV,5,1,2017-08-21 16:24:43 PDT,1,,3,,,B000NT9OAK,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
EC-2RY7-3X9H,0241016193,Hardcover,"Ambassador's Journal: A Personal Account of the Kennedy Years [Oct 01, 1969] Galbraith, John Kenneth",,0821SVY1QL7,5,1,2017-08-21 16:21:06 PDT,1,,2,,,0241016193,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
A4-6PZK-Z9M8,1933918640,Paperback,"Naked in the Nursing Home: The Women's Guide to Paying for Long-term Care Without Going Broke [Paperback] [Apr 01, 2011] Harold L Lustig",,0821SVXZICV,3,1,2017-08-21 16:20:08 PDT,1,Signed by the author.,6,,,1933918640,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
F6-BMM5-ZYLQ,B0007DN4AS,Hardcover,"Hellenistic civilization and the Jews [Jan 01, 1966] Tcherikover, Avigdor",,0821SVWNED7,7.99,1,2017-08-21 15:59:08 PDT,1,,2,,,B0007DN4AS,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
7D-KSSS-5LTU,0892450207,Paperback,"Ted Kennedy in Over His Head [Mar 10, 1980] Allen, Gary",,0821SVWMOHJ,3,1,2017-08-21 15:57:59 PDT,1,,2,,,0892450207,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
4L-KLEJ-GJ8R,B0018LISNG,Hardcover,"Why Robert Kennedy Was Killed; the Story of Two Victims [Hardcover] [Jan 01, 1971] jansen, godfrey",,0821SVWFDH7,3.4,1,2017-08-21 15:56:25 PDT,1,No dust cover.,4,,,B0018LISNG,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
2V-2WTD-8HGT,0916054284,Hardcover,"Death At Chappaquiddick [Jan 01, 2000] Tedrow, Richard L. and Tedrow, Thomas L.",,0821SVW7U37,4,1,2017-08-21 15:55:17 PDT,1,,2,,,0916054284,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
HQ-GEMR-LJUJ,B0007I5578,Hardcover,"The Kennedy circle, with an introduction [Jan 01, 1961] Tanzer, Lester",,0821SVW48BJ,4,1,2017-08-21 15:54:27 PDT,1,,3,,,B0007I5578,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
H4-A013-IBJZ,B00BRQSMA6,Hardcover,"Estos mataron a Kennedy: reportaje a un golpe de Estado [Hardcover] [Jan 01, 1965] Rojas, Robinson",,0821SVW2DJD,21.24,1,2017-08-21 15:53:27 PDT,1,"Significant tearing of dust cover. Binding tight, pages clean and unmarked.",4,,,B00BRQSMA6,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
68-TY0Z-PA9O,078670098X,Paperback,"Case Open: The Unanswered JFK Assassination Questions [May 01, 1994] Weisberg, Harold",,0821SVVZ3OV,3.97,1,2017-08-21 15:48:56 PDT,1,,2,,,078670098X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
09-V9LE-ZP83,1875284877,Paperback,"In the Eye of the Storm: Castro, Khrushchev, Kennedy and the Missile Crisis [May 01, 1995] Lechuga Hevia, Carlos",,0821SVVY54P,2.96,1,2017-08-21 15:48:09 PDT,1,,2,,,1875284877,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
I2-ZVC0-5GY3,B0006DGF50,Paperback,"Kennedy or Nixon: Does It Make Any Difference? [Jan 01, 1960] Arthur M. Schlesinger",,0821SVVXFEV,3.4,1,2017-08-21 15:47:09 PDT,1,,2,,,B0006DGF50,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
OJ-GHB1-A478,B0006BR7WC,Hardcover,"The Manchester Affair [Jan 01, 1967] Corry, John",,0821SVVWD5D,4,1,2017-08-21 15:46:15 PDT,1,,2,,,B0006BR7WC,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
IR-KMRO-2G54,0500050570,Hardcover,"Journey from Eden: The Peopling of Our World [Nov 01, 1990] Fagan, Brian M.",,0821SVVKYX1,5,1,2017-08-21 15:42:47 PDT,1,,2,,,0500050570,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
XQ-O7ZU-YMCG,B000HD5F7I,Hardcover,"Assassination, Robert F. Kennedy - 1925-1968 [Hardcover] [Jan 01, 1968] Francine Klagsbrun and David C. Whitney",,0821SVVC7GD,5,1,2017-08-21 15:41:38 PDT,1,,2,,,B000HD5F7I,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
MK-DTWM-0QJP,1853753068,Hardcover,"Blood and Oil: Memoirs of a Persian Prince [Aug 18, 1999] Farmanfarmaian, Manoucher and Farmanfarmaian, Roxane",,0819SPW03BJ,6.96,1,2017-08-19 12:34:46 PDT,1,,2,,,1853753068,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
CI-PDB1-7RDW,0393040410,Hardcover,"Spite House: The Last Secret of the War in Vietnam [Mar 01, 1997] Jensen-Stevenson, Monika",,0819SPVWSDV,5,1,2017-08-19 12:33:56 PDT,1,,2,,,0393040410,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
A9-VJ1F-TE10,0679400699,Hardcover,"The Rape Of Europa: The Fate of Europe's Treasures in the Third Reich and the Second World War [Apr 12, 1994] Nicholas, Lynn H.",,0819SPVT3ED,5,1,2017-08-19 12:32:52 PDT,1,,2,,,0679400699,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
MQ-4H42-OON8,0805075933,Hardcover,"War Powers: How the Imperial Presidency Hijacked the Constitution [Aug 05, 2005] Irons, Peter",,0819SPVJIK7,5,1,2017-08-19 12:29:18 PDT,1,,2,,,0805075933,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
O4-SFE6-JP1B,0312206240,Hardcover,"While America Sleeps [Sep 01, 2000] Kagan, Donald and Kagan, Frederick W.",,0819SPVED7P,5,1,2017-08-19 12:27:20 PDT,1,,3,,,0312206240,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
2E-U4OB-35W2,0786868619,Hardcover,"Stolen Lives: Twenty Years in a Desert Jail (Oprah's Book Club) [Jun 01, 2001] Malika Oufkir; Michele Fitoussi and Ros Schwartz",,0819SPV9F4V,5,1,2017-08-19 12:25:33 PDT,1,,2,,,0786868619,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
ET-KUSQ-QFNO,0684194317,Hardcover,"The Astonishing Hypothesis: The Scientific Search for the Soul [Jan 01, 1994] Crick, Francis",,0819SPV4VSV,5,1,2017-08-19 12:24:16 PDT,1,,2,,,0684194317,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
N4-BXKZ-P6QW,0816015376,Hardcover,"The Never-Ending War: Terrorism in the 80'S [Apr 01, 1987] Christopher Dobson and Ronald Payne",,0819SPUZN8J,5,1,2017-08-19 12:22:23 PDT,1,,2,,,0816015376,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
WZ-M0GO-ZNX0,0060198400,Hardcover,"The Burning Tigris: The Armenian Genocide and America's Response [Sep 30, 2003] Balakian, Peter",,0819SPUV8AV,5,1,2017-08-19 12:20:35 PDT,1,,2,,,0060198400,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
5L-MQYL-7SBC,1400048753,Hardcover,"The Republican Noise Machine: Right-Wing Media and How It Corrupts Democracy [May 18, 2004] David Brock",,0819SPURAKD,5,1,2017-08-19 12:19:07 PDT,1,,2,,,1400048753,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
2M-9RCJ-35VT,0882822292,Hardcover,"13 Days of Terror: Held Hostage by Al-Qaeda Linked Extremists -- A True Story [Jun 01, 2003] Williams, Greg",,0819SPUM0DP,5,1,2017-08-19 12:17:21 PDT,1,,1,,,0882822292,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
V7-XQB6-IXRL,039302640X,Hardcover,"The Circuit Riders: Rockefeller Money and the Rise of Modern Science [Mar 01, 1989] Jonas, Gerald",,0819SPUCPTJ,5,1,2017-08-19 12:14:11 PDT,1,,2,,,039302640X,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
0Q-FLOB-QOS3,0811700844,Hardcover,"Beyond Baghdad: Postmodern War and Peace [Sep 01, 2003] Peters, Ralph",,0819SPUAWNP,5,1,2017-08-19 12:13:21 PDT,1,,1,,,0811700844,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
40-YIAO-IWV3,0465041221,Paperback,"Made In Texas: George W. Bush And The Southern Takeover Of American Politics (New America Books) [Aug 03, 2004] Lind, Michael",,0819SPU9D21,3,1,2017-08-19 12:11:40 PDT,1,,2,,,0465041221,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
QT-3KYJ-MT7N,0679734074,Paperback,"Unearthing Atlantis: An Archaeological Odyssey [Feb 02, 1993] Charles R. Pellegrino and Arthur Charles Clarke",,0819SPU8M87,3,1,2017-08-19 12:09:41 PDT,1,,2,,,0679734074,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
5V-O6IK-E1F4,1858600227,Paperback,"The Robots' Rebellion: The Story of the Spiritual Renaissance [Paperback] [Jan 01, 1996] Icke, David",,0819SPU6TN7,3.21,1,2017-08-19 12:07:51 PDT,1,,2,,,1858600227,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
1M-A6GZ-YLPG,0393325318,Paperback,"Militant Islam Reaches America [Paperback] [Sep 17, 2003] Pipes, Daniel",,0819SPU5EFV,4,1,2017-08-19 12:04:23 PDT,1,,1,,,0393325318,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
BJ-H4LC-VXNX,B010WHYB82,Paperback,"Two ""Terrorists"" Meet 1st edition by Psinakis, Steve (1981) Paperback [Paperback] [Jan 01, 1705]",,0819SPU56S1,15.25,1,2017-08-19 12:03:10 PDT,1,,3,,,B010WHYB82,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
82-AYZS-43VF,0895265648,Hardcover,"Senatorial Privilege: The Chappaquiddick Cover-up [May 15, 1988] Damore, Leo",,0819SPU2MO7,5,1,2017-08-19 11:59:16 PDT,1,,2,,,0895265648,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
N0-JC5G-X6J2,2840690365,Hardcover,"John F. Kennedy's 13 Great Mistakes in the White House: The Story That's Never Been Told [Hardcover] [Jan 01, 1980] SMITH, Malcolm E.",,0819SPU21B1,4,1,2017-08-19 11:58:24 PDT,1,,2,,,2840690365,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
BO-XKOM-AC4M,1560250461,Hardcover,"Deadly Secrets: The CIA-MAFIA War Against Castro and the Assassination of JFK [Jan 19, 1993] Hinckle & Turner",,0819SPU1P6D,5,1,2017-08-19 11:57:29 PDT,1,,2,,,1560250461,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
8E-XVXR-WBD7,B007IIKA5M,Hardcover,"The Enemy Within by Robert F. Kennedy Hardback 1960 [Hardcover] [Jan 01, 1960] Robert F. Kennedy",,0819SPU0SF7,21.99,1,2017-08-19 11:56:11 PDT,1,,2,,,B007IIKA5M,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
YZ-COFF-0A3J,0671447939,Hardcover,"The Kennedys: An American Drama [Jun 01, 1984] Collier, Peter and Horowitz, David",,0819SPTX6V1,5,1,2017-08-19 11:54:06 PDT,1,,3,,,0671447939,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
S63-MKP-S86,B0010XEFVG,Hardcover,"The Delphian Society: Topical Outlines [Hardcover] [Jan 01, 1928] The Delphian Society",,0819SPTT01V,10.97,1,2017-08-19 11:51:26 PDT,1,"The Delphian Society, Chicago, 1928. Some wear and fading on green cover. Binding tight. Pages clean and unmarked.",6,,,B0010XEFVG,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
AK-8CEF-P3V7,1883642302,Hardcover,"The Shadow President: Ted Kennedy in Opposition [Hardcover] [May 01, 1997] Hersh, Burton",,0819SPTQ9A1,8,1,2017-08-19 11:46:51 PDT,1,,2,,,1883642302,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
9MR-VRL-S6M,1842931296,Hardcover,"The Serpent Grail: The Truth Behind the Holy Grail, the Philosopher's Stone and the Elixir of Life [Jul 28, 2006] Gardiner, Philip and Osborn, Gary",,0819SPTPR3V,8,1,2017-08-19 11:45:06 PDT,1,,1,,,1842931296,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
4GX-VLE-1KE,1401322883,Hardcover,"Standing Up to the Madness: Ordinary Heroes in Extraordinary Times [Hardcover] [Apr 01, 2008] Goodman, Amy and Goodman, David",,0819SPTPCZJ,4,1,2017-08-19 11:43:53 PDT,1,,1,,,1401322883,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
LOF-EGY-EEG,0195130766,Paperback,"The Islamic Threat : Myth or Reality? (Third Edition) [Paperback] [Oct 07, 1999] Esposito, John L.",,0819SPTOQA1,7,1,2017-08-19 11:42:01 PDT,1,,1,,,0195130766,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
ULA-Z3O-HT0,1585676292,Hardcover,"The Collapse of Globalism: And the Reinvention of the World [Hardcover] [Sep 22, 2005] Yunque, Eduardo Vega",,0819SPTOJ9J,7,1,2017-08-19 11:41:16 PDT,1,,1,,,1585676292,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
KRF-Z0K-LDY,1591025036,Hardcover,"Bad Faith: The Danger of Religious Extremism [Hardcover] [Oct 01, 2007] Kressel, Neil J.",,0819SPTOD27,4.95,1,2017-08-19 11:40:33 PDT,1,,1,,,1591025036,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
JZM-F8G-JCH,1574888900,Hardcover,"Why Secret Intelligence Fails [Hardcover] [Jan 01, 2005] Turner, Michael A",,0819SPTO48P,8,1,2017-08-19 11:39:22 PDT,1,,1,,,1574888900,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
NLO-T4M-BAE,0805070044,Hardcover,"The Sorrows of Empire: Militarism, Secrecy, and the End of the Republic [Jan 13, 2004] Johnson, Chalmers",,0819SPTNQJD,5,1,2017-08-19 11:38:17 PDT,1,,1,,,0805070044,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
F9-O3DB-MBTQ,0871318792,Hardcover,"False Witness: The Real Story of Jim Garrison's Investigation and Oliver Stone's Film JFK [Feb 28, 1999] Lambert, Patricia",,0819SPTMP9P,5,1,2017-08-19 11:36:52 PDT,1,,1,,,0871318792,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
OM-KKCH-1N30,0195168828,Paperback,"Many Globalizations: Cultural Diversity in the Contemporary World [Paperback] [Nov 13, 2003] Berger, Peter L. and Huntington, Samuel P.",,0819SPTLMH1,3,1,2017-08-19 11:35:35 PDT,1,,1,,,0195168828,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
6G5-X0Y-CVO,0801439655,Hardcover,"Final Solutions: Mass Killing and Genocide in the Twentieth Century (Cornell Studies in Security Affairs) [Jan 01, 2004] Valentino, Benjamin A.",,0819SPTL8G1,6.98,1,2017-08-19 11:34:30 PDT,1,,1,,,0801439655,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
VT-JTX4-IR0H,1416597441,Hardcover,"Lost Paradise: From Mutiny on the Bounty to a Modern-Day Legacy of Sexual Mayhem, the Dark Secrets of Pitcairn Island Revealed [Feb 03, 2009] Marks, Kathy",,0819SPTKZJ7,5,1,2017-08-19 11:33:30 PDT,1,,1,,,1416597441,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
36-PP6N-4326,0814756751,Hardcover,"Moral and Political Education NOMOS XLIII [Hardcover] [Dec 01, 2001] Macedo, Stephen and Tamir, Yael",,0819SPTKKO7,12.99,1,2017-08-19 11:32:00 PDT,1,,1,,,0814756751,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
D4-HFI9-AUWR,0811718441,Hardcover,"Unjust Enrichment [Dec 01, 2000] Holmes, Linda Goetz",,0819SPTKCM7,4,1,2017-08-19 11:30:49 PDT,1,,1,,,0811718441,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
XV-05SO-NOUO,0804715130,Paperback,"Man-Gods in the Mexican Highlands: Indian Power and Colonial Society, 1520-1800 [Mar 01, 1989] Gruzinski, Serge",,0819SPTJ5IJ,36.48,1,2017-08-19 11:27:30 PDT,1,Still in original plastic wrap from publisher.,1,,,0804715130,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
0P-EQQD-RA73,0895262258,Hardcover,"The Venona Secrets, Exposing Soviet Espionage and America's Traitors [Oct 01, 2001] Herbert Romerstein and Eric Breindel",,0819SPTI6GV,5,1,2017-08-19 11:26:21 PDT,1,,1,,,0895262258,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
VJ-I0HK-KF45,0761563733,Paperback,"The New Thought Police: Inside the Left's Assault on Free Speech and Free Minds [Paperback] [Jan 28, 2003] Bruce, Tammy",,0819SPTEPJD,3,1,2017-08-19 11:21:20 PDT,1,,1,,,0761563733,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
VV-LLL4-UF4T,1932528105,Hardcover,"Beyond Capitalism & Socialism: A New Statement of an Old Ideal [Hardcover] [Mar 01, 2008] Lanz, Tobias J.; Sharpe, John and Sale, Kirkpatrick",,0819SPTDUQ7,4,1,2017-08-19 11:20:00 PDT,1,,1,,,1932528105,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
GB-XSG8-HCTQ,B000VZNFRO,Hardcover,"The Kennedy Case The intimate memoirs of the head nurse to Joseph P. Kennedy during the last 8 years of his life. [Unknown Binding] [Jan 01, 1973] Rita Dallas, RN; 15 B/W Photos and Jeanira Ratcliffe",,0819SPTAJ3J,4,1,2017-08-19 11:14:52 PDT,1,,4,,,B000VZNFRO,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
QG-QRBB-U7W6,B003TOCYZS,Hardcover,"Profiles in Courage, Memorial Edition [Hardcover] [Jan 01, 1964] John F. Kennedy and Robert F. Kennedy",,0819SO8MR27,38.5,1,2017-08-18 17:56:26 PDT,1,,8,,,B003TOCYZS,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
DG-EB1A-4299,B000JLBU3Q,Hardcover,"To Seek a Newer World [Hardcover] [Jan 01, 1967] Robert F. Kennedy",,0819SO8A7FV,18,1,2017-08-18 17:54:33 PDT,1,,6,,,B000JLBU3Q,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
Z7-IT1P-WNZB,0500050627,Hardcover,"Kingdoms Of Gold, Kingdoms Of Jade: The Americas Before Columbus [Oct 01, 1991] Fagan, Brian M.",,0819SO84IGP,5,1,2017-08-18 17:53:03 PDT,1,,2,,,0500050627,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
YX-9X8D-8R1N,B000XXKFCW,Hardcover,"John Kennedy, A Political Profile [Hardcover] [Jan 01, 1961] BURNS, James MacGregor.",,0819SO7S2M7,4,1,2017-08-18 17:48:45 PDT,1,,3,,,B000XXKFCW,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
70-L561-HQ2Y,B00CIQU88I,Paperback,"The Strategy of Peace. [President Kennedy's plans for the nation's future,just preceding his election,1951-1960]. [Paperback] [Jan 01, 1961] Kennedy, John Fitzgerald [""Jack""](1917-1963)/Ed.by Allan Nevins",,0819SO7OTFV,4,1,2017-08-18 17:47:19 PDT,1,,6,,,B00CIQU88I,0,DEFAULT,,,,,,,,,,,,,,,Migrated Template,,,Butler Parnell Crittenden III Estate
